Batch 0: Loss: 0.6381527781486511, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.23051953315734863, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.20718523859977722, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.6260874271392822, Acc: 0.00%, Labels: [0, 0]
Batch 11: Loss: 0.23659560084342957, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.2148679792881012, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.25970661640167236, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.6040799617767334, Acc: 0.00%, Labels: [0, 0]
Batch 12: Loss: 1.767404556274414, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 1.763983964920044, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.18552082777023315, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.754300832748413, Acc: 0.00%, Labels: [0]
Batch 0: Loss: 0.2567500174045563, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.2807370722293854, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.7011768221855164, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.7339174747467041, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 1.3247078657150269, Acc: 0.00%, Labels: [0, 0]
Batch 1: Loss: 0.33575689792633057, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.3365277945995331, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.32141953706741333, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.920474648475647, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.3832929730415344, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.3824511170387268, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.5614643692970276, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.4308531880378723, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.48038676381111145, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.8831440210342407, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.39635422825813293, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.5023665428161621, Acc: 50.00%, Labels: [1, 1]
Batch 4: Loss: 0.45885124802589417, Acc: 100.00%, Labels: [0, 1]
Batch 4: Loss: 0.4674317240715027, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.4611368179321289, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.4477818012237549, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.43982139229774475, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.4565054774284363, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.6978678703308105, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.8034111857414246, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.4506679177284241, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.660043478012085, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.3885951340198517, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.0711054801940918, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.35402119159698486, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.3810063302516937, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.112950325012207, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.35515913367271423, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.32471925020217896, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 1.0265141725540161, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 1.24373459815979, Acc: 0.00%, Labels: [0, 0]
Batch 9: Loss: 0.31469810009002686, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.6055233478546143, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.8825212121009827, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.6484134793281555, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.307503879070282, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.6998563408851624, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.28507542610168457, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.7853181958198547, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.7266242504119873, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.8641363978385925, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.282150536775589, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.25810155272483826, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.23157547414302826, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.262330025434494, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.5540493726730347, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 1.5176689624786377, Acc: 0.00%, Labels: [0]
Batch 0: Loss: 0.27542799711227417, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.9166996479034424, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.30119943618774414, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 1.0142267942428589, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.29528045654296875, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.3116788864135742, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 1.3795329332351685, Acc: 0.00%, Labels: [0, 0]
Batch 1: Loss: 0.624049186706543, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.9371616244316101, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.8564767241477966, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.36988043785095215, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.33391135931015015, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.35133934020996094, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.3600265383720398, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.35998016595840454, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.3644701838493347, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.3452036380767822, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.6910394430160522, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.3470340371131897, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.7139586210250854, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 1.0683540105819702, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.32966890931129456, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.7297079563140869, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 1.2984719276428223, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 0.34712886810302734, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.8325392603874207, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.35680365562438965, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.8514536619186401, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.3558877408504486, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.8685095310211182, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.3438338041305542, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.2616336345672607, Acc: 0.00%, Labels: [0, 0]
Batch 8: Loss: 0.3681032061576843, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.7478486895561218, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.34211158752441406, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.7323884963989258, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.3807254433631897, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.39050203561782837, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3591383993625641, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3974211513996124, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.7327268123626709, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.7598995566368103, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.3645114302635193, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.3511010706424713, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.8269780874252319, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.30342748761177063, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.3229179382324219, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.7162219285964966, Acc: 50.00%, Labels: [1, 0]
Batch 12: Loss: 0.2690010070800781, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2686437666416168, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.4672728776931763, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 1.4312955141067505, Acc: 0.00%, Labels: [0]
Batch 0: Loss: 0.2900410294532776, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.31720107793807983, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.3088177740573883, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.7206260561943054, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.9284303188323975, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.29474949836730957, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.919072151184082, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.2858390212059021, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.2661660611629486, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.7357009649276733, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 1.3831961154937744, Acc: 0.00%, Labels: [0, 0]
Batch 2: Loss: 0.30165642499923706, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.29634687304496765, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 1.3693320751190186, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.29989367723464966, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.30769219994544983, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.28841012716293335, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 1.3488678932189941, Acc: 0.00%, Labels: [0, 0]
Batch 4: Loss: 0.3098418116569519, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.30824288725852966, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.32013875246047974, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.30446550250053406, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.28824734687805176, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.31809407472610474, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.26852044463157654, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.2857603430747986, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.8055839538574219, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.2800109386444092, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.2626346945762634, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.2622758150100708, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.4857958555221558, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 0.9294881820678711, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.9183509349822998, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.24087779223918915, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.24238690733909607, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.8981167078018188, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 1.5099714994430542, Acc: 0.00%, Labels: [0, 0]
Batch 9: Loss: 0.8364906907081604, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.23641043901443481, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.7669425010681152, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 1.058470368385315, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.6990426182746887, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.9670526385307312, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.8463380932807922, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.3105246126651764, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.3190498352050781, Acc: 0.00%, Labels: [0, 0]
Batch 11: Loss: 0.3076026439666748, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.3015250563621521, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.327219694852829, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.3203141689300537, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.3196769654750824, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.32636094093322754, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.3673914074897766, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.6655579805374146, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.5424282550811768, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.3671022355556488, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.36278653144836426, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 1.2152172327041626, Acc: 0.00%, Labels: [0, 0]
Batch 1: Loss: 0.985558271408081, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.3828481435775757, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.49749955534935, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.38726484775543213, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.8542481064796448, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.38549160957336426, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 1.1785340309143066, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 1.176816701889038, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.7759922742843628, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.3864056468009949, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.5495249032974243, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.5664902925491333, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.9626188278198242, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.40288636088371277, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.49504896998405457, Acc: 50.00%, Labels: [1, 1]
Batch 5: Loss: 0.44895750284194946, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.42611774802207947, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.4404260516166687, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.4182162284851074, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.4969632923603058, Acc: 50.00%, Labels: [1, 1]
Batch 6: Loss: 0.6403278112411499, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.7011298537254333, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.43349581956863403, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.4129222631454468, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.3994048833847046, Acc: 100.00%, Labels: [0, 1]
Batch 7: Loss: 0.47012796998023987, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.3693796396255493, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 1.2539653778076172, Acc: 0.00%, Labels: [1, 0]
Batch 8: Loss: 0.47641944885253906, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.4209290146827698, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.41210493445396423, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.35935723781585693, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.233292579650879, Acc: 0.00%, Labels: [0, 0]
Batch 9: Loss: 0.3764398992061615, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.3439633846282959, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.3275911808013916, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.3888459801673889, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.0043026208877563, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.288621723651886, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.29216718673706055, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.26988619565963745, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.086604356765747, Acc: 50.00%, Labels: [1, 0]
Batch 12: Loss: 0.19562283158302307, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.20257626473903656, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.6597704887390137, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.20601096749305725, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 1.631157398223877, Acc: 0.00%, Labels: [0, 0]
Batch 0: Loss: 0.20614054799079895, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.21246805787086487, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 1.2505143880844116, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.17758628726005554, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.8105780482292175, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.8820893168449402, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.15946726500988007, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.16604475677013397, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.7666831016540527, Acc: 0.00%, Labels: [0, 0]
Batch 2: Loss: 0.1846587061882019, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.8159682750701904, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.19329553842544556, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 1.0811291933059692, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.22559890151023865, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.19358721375465393, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.1975923478603363, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.7206445336341858, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.8261628150939941, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.2041521668434143, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.8401666283607483, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.7494983673095703, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.8037001490592957, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.7822994589805603, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.25590550899505615, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.26813197135925293, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 1.5252962112426758, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 0.2516143023967743, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.3296842873096466, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.2737267017364502, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.30057471990585327, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.3088081181049347, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.528348445892334, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.31029197573661804, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.9324207901954651, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.3129078447818756, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.31939947605133057, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3331424593925476, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3156822621822357, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.9116546511650085, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.8794591426849365, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.29233601689338684, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.7745502591133118, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.33976706862449646, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.890864372253418, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.33095231652259827, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.3498539626598358, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.3645693063735962, Acc: 0.00%, Labels: [0, 0]
Batch 12: Loss: 0.28979799151420593, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2805321216583252, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.28432056307792664, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.29005903005599976, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 1.4149844646453857, Acc: 0.00%, Labels: [0, 0]
Batch 0: Loss: 0.9711917042732239, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.2847461700439453, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.7518472671508789, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.2771635353565216, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.2549731433391571, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.6101273894309998, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.8266078233718872, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.2935916781425476, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.29469868540763855, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.4001171588897705, Acc: 0.00%, Labels: [0, 0]
Batch 2: Loss: 0.2524878978729248, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.6630091667175293, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.2820238471031189, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.8897114396095276, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.26872867345809937, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.2655615508556366, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.9372080564498901, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.2824341654777527, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.7217786908149719, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.27371343970298767, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.8500642776489258, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.2790071666240692, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.2855195999145508, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.2738214433193207, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.7526145577430725, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.8761674761772156, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.2383088320493698, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.6645060777664185, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.25829625129699707, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.6956943273544312, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.8895735144615173, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.9230395555496216, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.8313682675361633, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.24323329329490662, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.24076300859451294, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.2634955048561096, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.26994138956069946, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.650688648223877, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.2897273302078247, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.2751142382621765, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.9159052968025208, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.26522940397262573, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.7303130626678467, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.28577718138694763, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.2695450484752655, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.8751498460769653, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.858242392539978, Acc: 50.00%, Labels: [1, 0]
Batch 12: Loss: 0.2617333233356476, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.25415709614753723, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.26824864745140076, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.4716496467590332, Acc: 0.00%, Labels: [0]
Batch 0: Loss: 0.8911126852035522, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.3108718991279602, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.3219679594039917, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.3100864887237549, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.2587103247642517, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.28916144371032715, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.26884013414382935, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.29093846678733826, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.30028197169303894, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.3589187264442444, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.4745529890060425, Acc: 0.00%, Labels: [0, 0]
Batch 2: Loss: 0.26035887002944946, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.7117065191268921, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.4941164255142212, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.5193822979927063, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.6547533869743347, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.28417062759399414, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.2776748239994049, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.606002151966095, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.2874191105365753, Acc: 100.00%, Labels: [1, 1]
